(122.5, 0.0)
(122.5, 0.03490658503988659)
(122.5, 0.06981317007977318)
(122.5, 0.10471975511965977)
(122.5, 0.13962634015954636)
(123.5, 0.17453292519943295)
(122.5, 0.20943951023931953)
(123.5, 0.24434609527920614)
(123.5, 0.2792526803190927)
(123.5, 0.3141592653589793)
(123.5, 0.3490658503988659)
(124.5, 0.3839724354387525)
(124.5, 0.41887902047863906)
(124.5, 0.4537856055185257)
(124.5, 0.4886921905584123)
(125.5, 0.5235987755982988)
(125.5, 0.5585053606381855)
(134.5, 0.5934119456780721)
(135.5, 0.6283185307179586)
(135.5, 0.6632251157578452)
(135.5, 0.6981317007977318)
(135.5, 0.7330382858376184)
(134.5, 0.767944870877505)
(134.5, 0.8028514559173915)
(134.5, 0.8377580409572781)
(135.5, 0.8726646259971648)
(135.5, 0.9075712110370514)
(136.5, 0.9424777960769379)
(136.5, 0.9773843811168246)
(136.5, 1.0122909661567112)
(137.5, 1.0471975511965976)
(138.5, 1.0821041362364843)
(183.5, 1.117010721276371)
(183.5, 1.1519173063162575)
(183.5, 1.1868238913561442)
(183.5, 1.2217304763960306)
(183.5, 1.2566370614359172)
(183.5, 1.2915436464758039)
(182.5, 1.3264502315156903)
(183.5, 1.361356816555577)
(183.5, 1.3962634015954636)
(183.5, 1.43116998663535)
(184.5, 1.4660765716752369)
(185.5, 1.5009831567151233)
(199.5, 1.53588974175501)
(166.5, 1.5707963267948966)
(165.5, 1.605702911834783)
(165.5, 1.6406094968746698)
(164.5, 1.6755160819145563)
(164.5, 1.710422666954443)
(164.5, 1.7453292519943295)
(163.5, 1.780235837034216)
(163.5, 1.8151424220741028)
(163.5, 1.8500490071139892)
(163.5, 1.8849555921538759)
(162.5, 1.9198621771937625)
(162.5, 1.9547687622336491)
(162.5, 1.9896753472735356)
(162.5, 2.0245819323134224)
(162.5, 2.0594885173533086)
(162.5, 2.0943951023931953)
(162.5, 2.129301687433082)
(162.5, 2.1642082724729685)
(162.5, 2.199114857512855)
(162.5, 2.234021442552742)
(162.5, 2.2689280275926285)
(162.5, 2.303834612632515)
(162.5, 2.3387411976724013)
(162.5, 2.3736477827122884)
(162.5, 2.4085543677521746)
(162.5, 2.443460952792061)
(89.5, 2.478367537831948)
(89.5, 2.5132741228718345)
(88.5, 2.548180707911721)
(88.5, 2.5830872929516078)
(87.5, 2.6179938779914944)
(87.5, 2.6529004630313806)
(87.5, 2.6878070480712677)
(86.5, 2.722713633111154)
(86.5, 2.7576202181510405)
(86.5, 2.792526803190927)
(85.5, 2.827433388230814)
(85.5, 2.8623399732707)
(85.5, 2.897246558310587)
(85.5, 2.9321531433504737)
(85.5, 2.9670597283903604)
(85.5, 3.0019663134302466)
(85.5, 3.036872898470133)
(85.5, 3.07177948351002)
(85.5, 3.106686068549907)
(85.5, 3.141592653589793)
(85.5, 3.1764992386296798)
(85.5, 3.211405823669566)
(85.5, 3.2463124087094526)
(85.5, 3.2812189937493397)
(85.5, 3.3161255787892263)
(86.5, 3.3510321638291125)
(85.5, 3.385938748868999)
(86.5, 3.420845333908886)
(86.5, 3.455751918948773)
(86.5, 3.490658503988659)
(87.5, 3.5255650890285457)
(36.5, 3.560471674068432)
(37.5, 3.5953782591083185)
(37.5, 3.6302848441482056)
(35.5, 3.6651914291880923)
(33.5, 3.7000980142279785)
(33.5, 3.735004599267865)
(34.5, 3.7699111843077517)
(34.5, 3.804817769347638)
(34.5, 3.839724354387525)
(32.5, 3.8746309394274117)
(32.5, 3.9095375244672983)
(32.5, 3.9444441095071845)
(32.5, 3.979350694547071)
(31.5, 4.014257279586958)
(31.5, 4.049163864626845)
(30.5, 4.084070449666731)
(30.5, 4.118977034706617)
(30.5, 4.153883619746504)
(30.5, 4.1887902047863905)
(30.5, 4.223696789826278)
(30.5, 4.258603374866164)
(30.5, 4.293509959906051)
(30.5, 4.328416544945937)
(30.5, 4.363323129985823)
(30.5, 4.39822971502571)
(30.5, 4.4331363000655974)
(29.5, 4.468042885105484)
(29.5, 4.50294947014537)
(29.5, 4.537856055185257)
(29.5, 4.572762640225144)
(29.5, 4.60766922526503)
(29.5, 4.642575810304916)
(29.5, 4.677482395344803)
(29.5, 4.71238898038469)
(29.5, 4.747295565424577)
(29.5, 4.782202150464463)
(29.5, 4.817108735504349)
(29.5, 4.852015320544236)
(29.5, 4.886921905584122)
(30.5, 4.921828490624009)
(30.5, 4.956735075663896)
(30.5, 4.991641660703783)
(30.5, 5.026548245743669)
(30.5, 5.061454830783555)
(30.5, 5.096361415823442)
(30.5, 5.131268000863329)
(30.5, 5.1661745859032155)
(30.5, 5.201081170943102)
(30.5, 5.235987755982989)
(31.5, 5.270894341022875)
(32.5, 5.305800926062761)
(32.5, 5.340707511102648)
(32.5, 5.375614096142535)
(32.5, 5.410520681182422)
(32.5, 5.445427266222308)
(33.5, 5.480333851262194)
(33.5, 5.515240436302081)
(35.5, 5.550147021341968)
(35.5, 5.585053606381854)
(34.5, 5.6199601914217405)
(35.5, 5.654866776461628)
(125.5, 5.689773361501514)
(125.5, 5.7246799465414)
(124.5, 5.759586531581287)
(124.5, 5.794493116621174)
(124.5, 5.829399701661061)
(124.5, 5.8643062867009474)
(123.5, 5.899212871740834)
(123.5, 5.934119456780721)
(123.5, 5.969026041820607)
(123.5, 6.003932626860493)
(123.5, 6.03883921190038)
(122.5, 6.073745796940266)
(122.5, 6.108652381980153)
(122.5, 6.14355896702004)
(122.5, 6.178465552059927)
(122.5, 6.213372137099814)
(122.5, 6.2482787221397)
